"String ID","Source text","Translation","Context","Path","Filename"
"155","Land final started","eindfase landing gestart","Msg-Hash","YAAPU","2890289840.wav"
"156","Soaring: Outside max radius","zweven: buiten maximale straal","Msg-Hash","YAAPU","1883944664.wav"
"157","Soaring: Disabled.","zweven uitgeschakeld","Msg-Hash","YAAPU","4175833240.wav"
"158","Soaring: not climbing","zweven: geen stijging","Msg-Hash","YAAPU","2599859119.wav"
"159","Soaring: drifted too far","zweven: te ver afgedreven","Msg-Hash","YAAPU","636067590.wav"
"160","Soaring: Too high","zweven: te hoog","Msg-Hash","YAAPU","2730864352.wav"
"161","Soaring: Too low","zweven: te laag","Msg-Hash","YAAPU","1698465616.wav"
"162","Soaring: Thermal ended","zweven: thermiek voorbij","Msg-Hash","YAAPU","981284144.wav"
"163","Soaring: Drifted too far","zweven: te ver afgedreven","Msg-Hash","YAAPU","2913564252.wav"
"164","Soaring: Exit via RC switch","zweven gestopt via schakelaar","Msg-Hash","YAAPU","1746499976.wav"
"165","Soaring: Enabled.","zweven ingeschakeld","Msg-Hash","YAAPU","883458048.wav"
"166","Soaring: thermal weak","zweven: zwakke thermiek","Msg-Hash","YAAPU","2139150204.wav"
"167","Soaring: reached upper altitude","zweven: maximale hoogte bereikt","Msg-Hash","YAAPU","1352994600.wav"
"168","Soaring: reached lower altitude","zweven: minimale hoogte bereikt","Msg-Hash","YAAPU","4026147344.wav"
"169","reached command:","commando bereikt","Msg-Hash","YAAPU","4091124880.wav"
"170","reached waypoint:","waypoint bereikt","Msg-Hash","YAAPU","3311875476.wav"
"171","Passed waypoint:","waypoint gepasseerd","Msg-Hash","YAAPU","1997782032.wav"
"172","Takeoff complete","opstijgen voltooid","Msg-Hash","YAAPU","554623408.wav"
"173","Smart RTL deactivated","smart RTL gedeactiveerd","Msg-Hash","YAAPU","3025044912.wav"
"174","GPS home acquired","GPS thuispunt vastgelegd","Msg-Hash","YAAPU","3956583920.wav"
"175","GPS home acquired","GPS thuispunt vastgelegd","Msg-Hash","YAAPU","1309405592.wav"
"176","Auto Tune","auto tune","","INAV","autotn.wav"
"177","Auto Level Trim","automatische level trim","","INAV","autolm.wav"
"178","Soaring","zweven","","INAV","soarng.wav"
"179","Beeper","beeper","","INAV","beeper.wav"
